event,city,user_id,gaid,lr_uid,brand,date_stamp_ist,date_ist
App Access,New Delhi,dcca0b3f69ee4d1fbe42fd84fa1fbfab,2906ca64-a7da-4531-9366-fa951481fd34,dcca0b3f69ee4d1fbe42fd84fa1fbfab,xiaomi,01-11-2020,01-11-2020 13:44
App Access,Pune,null,8b49afda-76d8-4098-9d37-f3684516008e,4MZqhQlFfHPhaXWEo0i2wtzvjxW2,vivo,01-11-2020,01-11-2020 12:44
App Access,Delhi,null,5b473c48-8289-47a3-8d4b-1a61baf012c5,auBeEAziogd0DqLNF1RxHs2aiQN2,samsung,01-11-2020,01-11-2020 13:14
Video Watched,Ludhiana,25b3badd03524576af85157367ad85e4,7d089c38-6933-41c0-b5f9-4905ab7c5cae,25b3badd03524576af85157367ad85e4,vivo,01-11-2020,01-11-2020 12:42
App Access,Mumbai,null,4eaddc1b-f59a-4ea0-b130-de8d0aa82fa3,9j2aoLbkzEdcmXplng4rHRNPAx43,xiaomi,01-11-2020,01-11-2020 13:55
Video Watched,Rajkot,null,eb37c3ab-7cea-4db7-8074-a7f6d670418f,T9lrngTjv0WJQ8hAFKJyCHE1Szu2,xiaomi,01-11-2020,01-11-2020 13:35
Video Watched,Bengaluru,tjJtyLRSKwNQFlsUTVa0OpMoPF12,2630395a-4a2e-482d-aea4-f3738358295a,tjJtyLRSKwNQFlsUTVa0OpMoPF12,samsung,01-11-2020,01-11-2020 12:31
App Access,Hyderabad,ljGqX9HXpRTY4LMooauNL5dDhM33,1972beac-9b23-4c51-be98-bcd5e52930f2,ljGqX9HXpRTY4LMooauNL5dDhM33,OPPO,01-11-2020,01-11-2020 13:10
Video Watched,Shimla,null,174f4b05-fc5c-4d44-9d2a-64af21ac15d2,YmMF0bSm9BVJ0LmlTh9DMXTiT6A3,samsung,01-11-2020,01-11-2020 12:40
Video Watched,Shimla,a3397b7506734b6d8a358d491dad57cc,b4344aae-99bd-4e0e-ac1d-76ee1c3fe0bd,a3397b7506734b6d8a358d491dad57cc,xiaomi,01-11-2020,01-11-2020 13:09
mediaReady,Patna,null,8b0266c9-5854-48ae-beb6-bb4fc120d55b,MCEYdDQt3Ycsl4CoJ9FQMLxkE9g2,HONOR,01-11-2020,01-11-2020 12:12
mediaReady,Jaipur,425833c2a1634fd8839ec0fc19fceb0d,f91d3a3a-6bc3-40d5-949e-f46e81527972,425833c2a1634fd8839ec0fc19fceb0d,samsung,01-11-2020,01-11-2020 13:57
mediaReady,Mohali,null,be242cab-4d28-404c-aa75-86e6adb8fb5f,QwIBiHNI0Ph1fsWNE1tYIoTKuSq2,OPPO,01-11-2020,01-11-2020 13:29
mediaReady,New Delhi,null,a1aa453b-59e5-4748-9779-5a1376c56da4,tQ6Wcet6xGgXfGfJN8RiyYWx0Vc2,xiaomi,01-11-2020,01-11-2020 13:50
mediaReady,Gaya,FkfW8cjkcMdEw4w5gL2O7hZFaUt1,dca71dd1-1590-4bb5-9498-4570303e3a60,FkfW8cjkcMdEw4w5gL2O7hZFaUt1,Sony,01-11-2020,01-11-2020 13:46
App Access,Lucknow,QDvIKEhLg6aJeyvzZdMML65E6Q42,9ce9717c-7259-450a-9af2-d937764dd234,QDvIKEhLg6aJeyvzZdMML65E6Q42,Realme,01-11-2020,01-11-2020 12:56
Video Watched,Ahmedabad,null,07ce6f0d-d546-4055-8958-31721576c44c,HsoFaGe3hWXDqk6Ep8LUcFu1LGd2,OnePlus,01-11-2020,01-11-2020 12:37
App Access,Kolkata,FRtnzuAyrfhuRwtPy95lis2JINP2,90029a64-6936-45e0-843c-3db814c08f2d,FRtnzuAyrfhuRwtPy95lis2JINP2,HONOR,01-11-2020,01-11-2020 13:39
mediaReady,Chandigarh,fd4d2420a7ae4081a86dd630f9429fdf,865a7031-816e-4265-9ab1-2eb3b80ab47f,fd4d2420a7ae4081a86dd630f9429fdf,OPPO,01-11-2020,01-11-2020 12:05
mediaReady,Ahmedabad,474b493ecb874b6394bca322bc9cb08c,BAAA9D88-F8E5-42D3-B98B-3B77B716D10C,null,null,01-11-2020,01-11-2020 12:54
App Access,Lucknow,null,12b4b847-ea89-46f9-b9bf-b63dc68e4d71,BrFtGFBGCTWtpJmgdR2kMtOyz0K3,vivo,01-11-2020,01-11-2020 13:05
Video Watched,Lucknow,null,be97e99b-6758-48d8-a96d-9e543668df50,OG8Ahx9sLtU1wg95P0D3P3cc5UL2,Panasonic,01-11-2020,01-11-2020 13:45
App Access,Chandigarh,dnlV1ZRYSGV3VrDsbkV57N5ZuaG3,5dbd95c4-469b-4dfe-9437-3179b5cf2870,dnlV1ZRYSGV3VrDsbkV57N5ZuaG3,vivo,01-11-2020,01-11-2020 13:33
Video Watched,Bhopal,0Vr4Mi6WHXhbUrPKWP4RJL5Cwif1,fde77f75-cb16-48cc-beda-da8331370f62,0Vr4Mi6WHXhbUrPKWP4RJL5Cwif1,asus,01-11-2020,01-11-2020 13:05
mediaReady,Thane,a1158ea2b9d640a582f7d68ed8d2a0b6,22ad55f9-4d10-42b8-9b26-3822f0d8851b,a1158ea2b9d640a582f7d68ed8d2a0b6,samsung,01-11-2020,01-11-2020 13:37
mediaReady,Kolkata,31f4698afb2042f4b08667d0d55b1678,8a4173d4-010f-48c0-a2c9-477b1d9ac872,31f4698afb2042f4b08667d0d55b1678,vivo,01-11-2020,01-11-2020 13:09
App Access,Ahmedabad,3v0Mgd1B49gemWeMjHPg91GJ2o13,2448b0a7-2497-4d2f-be25-4b3f094c8678,3v0Mgd1B49gemWeMjHPg91GJ2o13,vivo,01-11-2020,01-11-2020 12:18
App Access,Pune,null,6dd5a7b2-ab57-4a10-9a9a-085fd1705168,cG8QlfuQmiWCfSbK9ySJM5qT3jf2,Itel,01-11-2020,01-11-2020 12:13
App Access,Mohali,4fdb20f9f10b40438121546219e46dd2,db149fe1-b652-4617-903d-a4fc8f2cb2d0,4fdb20f9f10b40438121546219e46dd2,xiaomi,01-11-2020,01-11-2020 12:39
Video Watched,Bengaluru,bEFTnEGGUna45jfsR3zbhonsQ6o1,b9392275-2104-4ddd-af89-99488829d7bd,bEFTnEGGUna45jfsR3zbhonsQ6o1,Xiaomi,01-11-2020,01-11-2020 13:41
App Access,Mumbai,B86PaV5HE1OE5wNFajYMhQo78Hf1,a642d846-f9fc-484d-b32d-cc9ec3e34ec0,B86PaV5HE1OE5wNFajYMhQo78Hf1,Redmi,01-11-2020,01-11-2020 12:51
Video Watched,Ahmedabad,null,80F24166-5342-4D1F-9C2E-0B7B4F3CF046,null,null,01-11-2020,01-11-2020 12:15
App Access,Jaipur,null,6291f54e-8268-4e26-8ef1-e0fccf09e07c,SACpq9OcCvTvK2whO1cGPl4B60d2,lenovo,01-11-2020,01-11-2020 11:32
App Access,Bengaluru,DmEv3KKJhONhg5WvFcNrsLLRRQF3,78828caa-6ad6-41aa-ba10-4550fe8f6018,DmEv3KKJhONhg5WvFcNrsLLRRQF3,samsung,01-11-2020,01-11-2020 12:20
Video Watched,Bhubaneswar,3c6fdfb8a0a14378a3109ca894ac3bb0,cd954941-6b13-4b69-b1af-94283f4bed5a,3c6fdfb8a0a14378a3109ca894ac3bb0,samsung,01-11-2020,01-11-2020 01:38
Video Watched,Bengaluru,null,9b5eebf7-acb7-4691-ae19-6671555d4524,NpYzs0qMKHbek5JD1DWNFYRWBwm2,vivo,01-11-2020,01-11-2020 13:47
Video Watched,Ahmedabad,LuS4cmeQ1dQRifarfSqULIz0fsR2,46e15540-cb36-43f7-bb8c-05b1acc19e1c,LuS4cmeQ1dQRifarfSqULIz0fsR2,TECNO,01-11-2020,01-11-2020 13:28
App Access,Jodhpur,a57bb0bce9cb43e29cde3d9cc3c0ace5,3c84f39f-41cd-4335-875f-00a3c7cebfa1,a57bb0bce9cb43e29cde3d9cc3c0ace5,vivo,01-11-2020,01-11-2020 12:24
App Access,Shimoga,null,0d4f4229-2749-4878-91f7-610d6f185f02,null,Redmi,01-11-2020,01-11-2020 12:43
Video Watched,Kolkata,null,a5f34737-b3c7-4722-98f9-9ac077a5897b,Ca07FWOFx7UE8NHI1Zr18fBZIu33,samsung,01-11-2020,01-11-2020 13:13
App Access,Prayagraj,KBdn4iY5v7SiSzUYh5tJdWMQr5J3,b8366921-e9a7-46b5-a8bd-8ad75dd60c17,KBdn4iY5v7SiSzUYh5tJdWMQr5J3,samsung,01-11-2020,01-11-2020 13:41
Video Watched,Lucknow,null,de2ac5e5-1601-4ab4-a79d-6ef08f93736c,DtUySz3kAgXa856jzf8rdtp7Uhn2,samsung,01-11-2020,01-11-2020 13:29
App Access,Ludhiana,2088d577e0a44bf78c164f496d23e355,63f0835a-22af-4141-aea3-82d5a5879b83,2088d577e0a44bf78c164f496d23e355,samsung,01-11-2020,01-11-2020 13:55
mediaReady,Raipur,1129870c40a64653a2977eafc1f3657b,806d0dad-1c9e-407b-b69b-3d0ddd003494,1129870c40a64653a2977eafc1f3657b,samsung,01-11-2020,01-11-2020 13:57
Video Watched,New Delhi,W6CBGfgUfESC92pAkeJd2RhKOWt2,b9428e73-bf21-43f9-aaca-0c64e82c83f3,W6CBGfgUfESC92pAkeJd2RhKOWt2,Realme,01-11-2020,01-11-2020 13:06
Video Watched,Bengaluru,46uCmWvR0KcYKqZBngO1zixNjoI3,1e028b1e-e969-45bb-a018-36bc09abf505,46uCmWvR0KcYKqZBngO1zixNjoI3,samsung,01-11-2020,01-11-2020 13:55
App Access,Bengaluru,null,dc7b9232-307b-4c38-9e29-8f159d8bcac3,null,xiaomi,01-11-2020,01-11-2020 13:53
mediaReady,Mumbai,null,d45406ec-9595-4aa0-9bb4-796fa1137e14,uFS52SZd7bgdAdQprPnkTW8DUCj2,OPPO,01-11-2020,01-11-2020 12:38
mediaReady,Ranchi,null,63107b17-838e-4370-8cc5-c4f32c616659,6466beaa1d7644548d900fca82689446,OnePlus,01-11-2020,01-11-2020 13:16
App Access,Lucknow,d4e528e3919b459181c3b91670d612e1,6dd1ec10-e274-4732-a90c-104d9d9cb2e3,d4e528e3919b459181c3b91670d612e1,realme,01-11-2020,01-11-2020 12:56
App Access,Kanpur,null,a396a2dc-560f-41db-a397-c274c8c8acd6,zIak38UNLKfSeKxhnYyWVmgKbYI2,OPPO,01-11-2020,01-11-2020 12:44
App Access,Mumbai,null,00000000-0000-0000-0000-000000000000,null,null,01-11-2020,01-11-2020 13:11
App Access,Jodhpur,4uWMjp3WPAWhI6faHae1CsyFhQ73,9fa9f3e8-6a9b-41f8-a900-1cc0a6cc7790,4uWMjp3WPAWhI6faHae1CsyFhQ73,samsung,01-11-2020,01-11-2020 12:05
App Access,Ahmedabad,3v0Mgd1B49gemWeMjHPg91GJ2o13,2448b0a7-2497-4d2f-be25-4b3f094c8678,3v0Mgd1B49gemWeMjHPg91GJ2o13,vivo,01-11-2020,01-11-2020 12:33
App Access,New Delhi,hFC2uQmD7rZrlzMQnzy6lYzFHLE3,1b75e651-97c7-42d3-9381-a080cb3de7d5,hFC2uQmD7rZrlzMQnzy6lYzFHLE3,OnePlus,01-11-2020,01-11-2020 13:37
App Access,Chandigarh,t1umTIZi93NZCcRrLoXJfiZtsFH2,d3a1fc95-fe5e-4e92-9846-c5f2bdaad3e1,t1umTIZi93NZCcRrLoXJfiZtsFH2,samsung,01-11-2020,01-11-2020 13:42
App Access,Kolkata,8be934429ac04fd68d69eaacfa9bddb5,ab973b5c-8f92-424b-9938-e621b680dfbf,8be934429ac04fd68d69eaacfa9bddb5,motorola,01-11-2020,01-11-2020 13:08
mediaReady,Jaipur,null,7e67a98a-3240-45fa-99d1-e0ec359fb4c6,gALWsN96RFWLMcLhl0a2fHYo1DD2,vivo,01-11-2020,01-11-2020 13:36
App Access,Ambala,vPx1w8HF3iYpU4Q4zq5Ingf3Bty2,fa1ef9b1-7d91-4a54-a1b3-df89c6960ed7,vPx1w8HF3iYpU4Q4zq5Ingf3Bty2,OnePlus,01-11-2020,01-11-2020 12:49
App Access,Delhi,5cdbf4e1e2a04e819073c000c553a43f,b858fba7-64fb-4571-985a-80b3a7cf6da3,5cdbf4e1e2a04e819073c000c553a43f,OPPO,01-11-2020,01-11-2020 13:47
App Access,Jaipur,8d653828d7df49d381c803dc99629a79,82b3fd50-d9e0-4ac7-af5b-ef92d1ab40d1,8d653828d7df49d381c803dc99629a79,xiaomi,01-11-2020,01-11-2020 12:08
App Access,Delhi,null,00d9eb46-a2d9-4630-8a40-d374218bfb4a,gSY7FQyEl0RQdYg1mAKJegIYDu32,Xiaomi,01-11-2020,01-11-2020 13:22
App Access,Pune,5daf8a5d439f41d7b460550cf753ea4e,74464196-a438-4357-bbe6-239096291e60,5daf8a5d439f41d7b460550cf753ea4e,OnePlus,01-11-2020,01-11-2020 12:57
App Access,Lucknow,null,19f5b6f7-ab23-456e-8644-5148006bcd89,1uk8LwEoMJYkzIK0E4XVoJ7DZw72,OPPO,01-11-2020,01-11-2020 12:04
App Access,Chandigarh,4b092765c980487eaee11f814aa0224e,db3f80d2-1d06-4d53-8347-db25fd2437d0,4b092765c980487eaee11f814aa0224e,OPPO,01-11-2020,01-11-2020 12:03
App Access,Ludhiana,d23fa22f17cd4d06998a31ba03619dde,916c93b9-38c7-4c1b-99c2-2046d4e796c3,d23fa22f17cd4d06998a31ba03619dde,Xiaomi,01-11-2020,01-11-2020 13:19
mediaReady,Bhubaneswar,null,817f02b3-276d-4219-b886-ef07fb58ca2f,3H86bxChuzWkHxiU7fPYe07VUfA3,xiaomi,01-11-2020,01-11-2020 09:38
Video Watched,Patna,7d337941fc5d4ccaacd89189152cfdf9,c171c3a8-3c86-4121-8ab4-08808a301e4b,7d337941fc5d4ccaacd89189152cfdf9,HONOR,01-11-2020,01-11-2020 13:29
App Access,Pune,sDJS7TGkcQSjlZKcFyIDkwnRBk73,8d802992-9f8e-4b93-9ae2-6cb442e87171,sDJS7TGkcQSjlZKcFyIDkwnRBk73,vivo,01-11-2020,01-11-2020 10:27
App Access,Jaipur,P7u5XvOePWhV5TeO2x8M1B6KrQz2,14511dff-c751-4a87-94c0-3497c0594a05,P7u5XvOePWhV5TeO2x8M1B6KrQz2,vivo,01-11-2020,01-11-2020 12:40
App Access,Jaipur,85696830556342bcae34f8a0002bd6de,f6781bf9-b3a8-42e5-ae76-823bdc15776c,85696830556342bcae34f8a0002bd6de,Redmi,01-11-2020,01-11-2020 13:49
Video Watched,Bengaluru,vjrsZZWovTYF1hNsJC0SQMO6UHG2,c528e408-4c99-44f0-9d34-04c6d7b47d4a,vjrsZZWovTYF1hNsJC0SQMO6UHG2,OPPO,01-11-2020,01-11-2020 12:44
Video Watched,Lucknow,null,a343ec7c-eaf6-4d8b-9ba2-6f67e76543fe,mLZxvkabzEYVOqcw4J0JhouLhDF3,xiaomi,01-11-2020,01-11-2020 12:36
App Access,Patna,01YsGirVjcb59uGaiEEJODL4I9E2,8b5a9979-5671-4892-8e7b-03e2e75cd1af,01YsGirVjcb59uGaiEEJODL4I9E2,vivo,01-11-2020,01-11-2020 12:44
App Access,Pune,ed60beeba49148358c40de70462f42ec,2738792d-d2cc-43ea-bd91-7ff6e117a9d8,ed60beeba49148358c40de70462f42ec,OnePlus,01-11-2020,01-11-2020 12:12
Video Watched,Lucknow,454b52b465794eef8156b67892b7d5dc,8d8f5474-2b8c-426b-b4de-32a5170ea8c8,454b52b465794eef8156b67892b7d5dc,Infinix,01-11-2020,01-11-2020 12:54
App Access,Ahmedabad,null,af1d27a9-cc83-4050-b203-57e2865e280f,uPyN8JQZLSg3VwjP2gxXnGfKDaI2,vivo,01-11-2020,01-11-2020 11:57
mediaReady,Pune,null,4bd06fcc-4f3c-487d-8fd1-5c1b1c3db833,cvheofHLncXyVhnwAJSMQYpT4of1,Xiaomi,01-11-2020,01-11-2020 13:13
Video Watched,Pune,null,4c6418ef-bd1c-427d-86de-e7b8518605de,bHAlJZVnxYaJSXZjiGExOxf84Id2,samsung,01-11-2020,01-11-2020 12:34
mediaReady,Delhi,adb994517ed14d2a9719d77d75dd5369,a9e3ac7b-5974-48ef-b831-a0de3a25ff4f,adb994517ed14d2a9719d77d75dd5369,Xiaomi,01-11-2020,01-11-2020 12:20
App Install,Kolkata,null,cd1287c0-97d1-4b6e-b60b-9c2c06fdfc25,null,OPPO,01-11-2020,01-11-2020 13:54
Video Watched,Delhi,2E9RoIwseZX5NqsF6NXI0noczzK2,1aed4f22-a373-4cef-8872-ddd84b40d908,2E9RoIwseZX5NqsF6NXI0noczzK2,samsung,01-11-2020,01-11-2020 13:35
App Access,Bengaluru,b0dbbdb4119f4709829eb7850623c442,705ab661-7385-4e63-a621-dc1114023f12,b0dbbdb4119f4709829eb7850623c442,OnePlus,01-11-2020,01-11-2020 12:14
App Access,null,3649566faefd4f5487ec74914c0bc553,1b744dbd-61e5-4c1e-b5ef-75305503aa3e,3649566faefd4f5487ec74914c0bc553,Realme,01-11-2020,01-11-2020 13:38
mediaReady,Bhubaneswar,OT1fgVry6aPseuEQSf5s0IgGBvm2,6d3a62cb-558b-4352-8a95-1de15f096ff6,OT1fgVry6aPseuEQSf5s0IgGBvm2,samsung,01-11-2020,01-11-2020 12:11
Video Watched,Jaipur,82d75f47ed1f4d31ad2bed23abfc4e67,e0ef5aa8-9e17-4e72-92a5-ec7bae4b6221,82d75f47ed1f4d31ad2bed23abfc4e67,samsung,01-11-2020,01-11-2020 11:18
App Access,Kolkata,null,3f43824e-96e1-4ed8-b7b6-ae3e35bc27ea,Cr9oPB10wuPbmRiudMGccCuXZWy1,samsung,01-11-2020,01-11-2020 13:31
App Access,Lucknow,729a38e782514d25a408bd353931723b,7fbc8aa6-8c9a-40ec-bb45-3b88b876c601,729a38e782514d25a408bd353931723b,OnePlus,01-11-2020,01-11-2020 13:23
App Access,Chandigarh,EokZ3174OiT44E6ksUI2X0mVGWX2,9d4b728a-7715-4c24-bbaa-2ce510402a84,EokZ3174OiT44E6ksUI2X0mVGWX2,OPPO,01-11-2020,01-11-2020 13:21
App Access,Kolkata,null,6d1ad7bf-96cc-482c-acbf-ecf3fc9e83a1,939ba8758d704c1c9845c32fa4e2c931,vivo,01-11-2020,01-11-2020 12:23
Video Watched,New Delhi,769f64e9ca774cd59dcde2e0488260db,0301fdaa-5f14-456c-9d4a-590224789c67,769f64e9ca774cd59dcde2e0488260db,vivo,01-11-2020,01-11-2020 13:32
App Access,Delhi,null,1b4eead0-b93c-4d21-816f-0b8c02956354,9tVjuk1KtfWNURxGvhHDtCTmZYv1,vivo,01-11-2020,01-11-2020 12:17
Video Watched,Chandigarh,null,97b05505-414f-4158-b52c-39e95a1763ad,OQwXQFr5NPWmZQFRaOWINeVptav2,vivo,01-11-2020,01-11-2020 12:16
App Access,Patna,bd6f62ffd46545a7b8e6d2b2ad409a91,0c6cfdcb-05ab-4752-97b4-cae3055cc9fc,bd6f62ffd46545a7b8e6d2b2ad409a91,xiaomi,01-11-2020,01-11-2020 13:37
App Access,Lucknow,Zf4zYBZmREf2OR3XeZkGyLyx88p2,60a915ed-7ea1-4ab4-9227-2a4304e41cbf,Zf4zYBZmREf2OR3XeZkGyLyx88p2,samsung,01-11-2020,01-11-2020 12:22
Video Watched,New Delhi,null,eb0b4dbd-c181-4e80-b2d4-7b1b56201553,PUs0e2epufQKZ43njNMRfB5bYji2,samsung,01-11-2020,01-11-2020 12:05
Video Watched,Patna,zoWkwMoy1abokDNnA9s7qxs1Gaf1,b9ad0e01-dfd6-4663-b16b-dac89a557f0e,zoWkwMoy1abokDNnA9s7qxs1Gaf1,Realme,01-11-2020,01-11-2020 13:37
mediaReady,Bengaluru,null,50fff9aa-83d0-4416-94bb-6f709f2e5ac4,937fa314f1a14026b060ab4b809fe434,xiaomi,01-11-2020,01-11-2020 13:43
App Access,Jaipur,TvMbmTJbwCO57VKVvG0IEO8QWZh1,bd9c59a3-20ae-4d48-89fe-e38fefd18c77,TvMbmTJbwCO57VKVvG0IEO8QWZh1,samsung,01-11-2020,01-11-2020 13:35
Video Watched,Nagpur,Jdyo12KyKlNIddTJddAmn4RUUtp1,b2558090-e384-40cb-b10c-c2109b71f007,Jdyo12KyKlNIddTJddAmn4RUUtp1,Realme,01-11-2020,01-11-2020 13:52
Video Watched,Hyderabad,40f826136ecb4b6fa3b75fc8cd67def6,67852f98-5146-4587-9d14-0aa37ca3058c,40f826136ecb4b6fa3b75fc8cd67def6,xiaomi,01-11-2020,01-11-2020 12:43
App Access,New Delhi,f31565bf4df34c6c9d460323e9a5a11b,433ff182-ede8-4971-bb1c-ac5463dd7fb0,f31565bf4df34c6c9d460323e9a5a11b,vivo,01-11-2020,01-11-2020 12:20
mediaReady,Varanasi,fyE07dVIGPNEDgx2GouKs7I2ubP2,ba9fcba6-35ec-4474-a37a-11ceb4ac367f,fyE07dVIGPNEDgx2GouKs7I2ubP2,samsung,01-11-2020,01-11-2020 12:32
mediaReady,Mumbai,null,9dab1f77-1e5f-4f09-bd24-95149416815d,vwu82W9KX0Qs8EqFun0TmGn6J4H2,xiaomi,01-11-2020,01-11-2020 13:31
mediaReady,Shimla,GNykWkuOMDRyMPncMwSJkmii4Ml1,d910def0-c0b5-4fc0-912c-fcf03afe67bc,GNykWkuOMDRyMPncMwSJkmii4Ml1,xiaomi,01-11-2020,01-11-2020 12:11
mediaReady,null,CCFy9NsXh8hSghEWSrt7fnT43U33,16111c0b-38bf-4cf3-ad81-d3a7953cf472,CCFy9NsXh8hSghEWSrt7fnT43U33,Xiaomi,01-11-2020,01-11-2020 12:56
App Access,Ludhiana,null,765e2399-18a3-4ca7-8f83-9a752bd1f2ca,TCxZ26vykxZZfySveoiHUb8likI3,vivo,01-11-2020,01-11-2020 13:09
Video Watched,Buhana,U12oSv4S5aTSOH2KIfzHkBcCSvb2,1355bf4d-97fe-4a7e-ae36-3b40812c66d0,U12oSv4S5aTSOH2KIfzHkBcCSvb2,Lenovo,01-11-2020,01-11-2020 12:39
Video Watched,Kolkata,vrcLtoxi4BOUHZB7jWOfQpRGQYo1,048489f8-36fc-4607-8a83-f488d4011a94,vrcLtoxi4BOUHZB7jWOfQpRGQYo1,OPPO,01-11-2020,01-11-2020 12:54
App Access,Lucknow,null,9c5d0c30-585e-49e2-b23a-c4724087d419,NT5tI4l8VlX81RZU6dT8RQSRQML2,xiaomi,01-11-2020,01-11-2020 12:15
mediaReady,Badlapur,b1b9fa01f2e84e3fa656813a2b6870ed,8af0484b-c976-4787-861d-0c09901e34a6,b1b9fa01f2e84e3fa656813a2b6870ed,Xiaomi,01-11-2020,01-11-2020 13:37
mediaReady,Mumbai,PQ1s82bwBOWcPdeszXMHJyU6la63,cd69ea8a-4026-40ad-af04-7bde49b05c77,PQ1s82bwBOWcPdeszXMHJyU6la63,vivo,01-11-2020,01-11-2020 01:25
App Access,Delhi,68ac982d33b24f18a28a1a418f6fc629,94111b5a-88b2-4622-9f81-e81a32976196,68ac982d33b24f18a28a1a418f6fc629,xiaomi,01-11-2020,01-11-2020 13:32
App Access,Mysore,405063dd61da4cd28e72b676d15ad3bd,1fd0e3d8-6bad-4e1c-abb4-94b30f4b0c11,405063dd61da4cd28e72b676d15ad3bd,xiaomi,01-11-2020,01-11-2020 12:42
App Access,Agra,null,306c7f67-7ab4-4866-b72e-d7a4111e69aa,hwdAxBMfClZxH4RcTuYbrHWghAP2,vivo,01-11-2020,01-11-2020 12:46
mediaReady,Pune,9f34b9c9eaac4d5f99dd66843a26aed0,7430f9be-022f-4c9a-addd-929e5f5cb2f6,9f34b9c9eaac4d5f99dd66843a26aed0,OPPO,01-11-2020,01-11-2020 13:23
App Access,New York,8d52e04659cc474e8b868f4dec6967c2,ff19d121-640e-4c26-aea8-2d714c892365,8d52e04659cc474e8b868f4dec6967c2,vivo,01-11-2020,01-11-2020 13:51
Video Watched,Ludhiana,null,78ce90d1-9712-44ff-aa89-dffb8caf1800,5HkNE2pk2qMBf7kWq3oakJTT5643,samsung,01-11-2020,01-11-2020 12:22
App Access,Lucknow,null,f021ba42-fdf4-44d2-84e2-d96cc6ec9dda,3RIGXCo0lPgf6lLpJw7lPMPFobq1,Redmi,01-11-2020,01-11-2020 12:08
mediaReady,Chennai,null,882bd606-d612-4ae5-a420-b25e2808530c,RpcwLU7bBgcjZM0VSErqq7kLVEG3,xiaomi,01-11-2020,01-11-2020 12:59
Video Watched,Memari,8d1ec0a7c92143cb9c8f372ab4e9fc10,e352c3c7-f671-4ed5-86c7-01f05024186f,8d1ec0a7c92143cb9c8f372ab4e9fc10,samsung,01-11-2020,01-11-2020 13:29
App Access,Bengaluru,E4KMxLrClQQBryTjkDVcQSjR2mV2,d8325607-9def-4041-8130-52cbd22f0d57,E4KMxLrClQQBryTjkDVcQSjR2mV2,Xiaomi,01-11-2020,01-11-2020 12:55
Video Watched,Chennai,hRlsuYXbNobghZiBL65TUnTkZR52,f5830784-282a-4027-9f45-9a36173de4a6,hRlsuYXbNobghZiBL65TUnTkZR52,vivo,01-11-2020,01-11-2020 13:05
mediaReady,Kolkata,null,11002f65-f647-46f3-a7f0-a42c4240e982,qzqCNoSTL5bz2jyCuPLwUxCCwaG3,OPPO,01-11-2020,01-11-2020 12:54
App Access,Ludhiana,d54f9e22df424f03a6e6776a015185d5,20e2f612-72f4-4485-818f-377e2baf31da,d54f9e22df424f03a6e6776a015185d5,vivo,01-11-2020,01-11-2020 13:02
App Access,Patna,1c78105289874bad934fe0bff4bfae0d,05c64c86-5710-4574-ba6a-0ea716d73c6f,1c78105289874bad934fe0bff4bfae0d,samsung,01-11-2020,01-11-2020 12:42
Video Watched,Bhubaneswar,null,1d65a1fd-2eca-4372-b950-3b47105eb4e9,DSeXIVQZKFN4b4sMw9J3vHOY3C43,xiaomi,01-11-2020,01-11-2020 13:33
Video Watched,Mysore,LkllQzZouNUciApfoH94SpfISRq1,23fc13f4-b363-4497-9e96-96922411e8bc,LkllQzZouNUciApfoH94SpfISRq1,vivo,01-11-2020,01-11-2020 13:58
Video Watched,Indore,oyDa2dK08DZq4Wx40CN2tshG2eh1,18c3c1ac-52c6-4c4b-bca7-c519462c02a2,oyDa2dK08DZq4Wx40CN2tshG2eh1,vivo,01-11-2020,01-11-2020 13:19
App Access,Indore,064bd67153eb40a4a124a8ce1d0a7ef8,1901D033-D6DD-4E4A-ABCB-F867FAEFDB4F,null,null,01-11-2020,01-11-2020 12:49
mediaReady,Kochi,a97ca1c18fd148539620df3f07c2f3dd,64b421f8-cd77-49e8-814e-752e3d1b68e0,a97ca1c18fd148539620df3f07c2f3dd,xiaomi,01-11-2020,01-11-2020 00:16
Video Watched,Kolkata,nz1OHo6g4CRxZoJto0J8U2PYSW53,14343239-017c-456a-92ee-f9f924132ade,nz1OHo6g4CRxZoJto0J8U2PYSW53,OPPO,01-11-2020,01-11-2020 12:51
App Access,Coimbatore,null,28f44d4a-d2aa-495c-ae66-0ae8271a603d,KwUGwfbV3AecGqCnajQ8WNzlTpu2,motorola,01-11-2020,01-11-2020 13:19
Video Watched,Kolkata,eLrXb1KFAbPIoLEkYPbLJ5OpAHV2,edbee50e-97e3-4e55-90e4-59e34a3b0341,eLrXb1KFAbPIoLEkYPbLJ5OpAHV2,vivo,01-11-2020,01-11-2020 13:34
App Access,null,579d1f202e554d549b01dbea74767ad4,8af060f7-5db1-4948-97d2-eed98eea0976,null,xiaomi,01-11-2020,01-11-2020 12:50
App Access,Mumbai,dd43acf591c046f18455574382e6a957,25ef215f-9f5e-48bc-9e41-0af18f98a6d5,dd43acf591c046f18455574382e6a957,samsung,01-11-2020,01-11-2020 13:53
Video Watched,Ludhiana,null,2a15759c-7a28-4170-a94e-23843db1fb45,0ViKrYlzvkbqrt06g7uitNPd1Uh1,10or,01-11-2020,01-11-2020 13:00
